Airline,Date_of_Journey,Source,Destination,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
IndiGo,2019-03-27,Delhi,Cochin,15:00:00,01:35:00,635.0,1,No Info,8075
IndiGo,2019-04-24,Delhi,Cochin,20:25:00,01:30:00,305.0,1,No Info,5065
Jet Airways,2019-06-27,Mumbai,Hyderabad,08:45:00,10:15:00,90.0,0,No Info,8040
Multiple Carriers,2019-05-15,Delhi,Cochin,19:00:00,01:30:00,390.0,1,No Info,8073
Jet Airways,2019-06-06,Delhi,Cochin,14:35:00,04:25:00,830.0,2,In-flight meal not included,10919
Air India,2019-03-24,Banglore,New Delhi,10:00:00,12:45:00,165.0,0,No Info,7276
Jet Airways,2019-03-12,Banglore,New Delhi,20:35:00,09:30:00,775.0,1,In-flight meal not included,11087
Multiple Carriers,2019-03-21,Delhi,Cochin,18:00:00,01:35:00,455.0,1,No Info,7363
Air India,2019-03-01,Banglore,New Delhi,05:50:00,16:20:00,630.0,2,Change airports,15119
Vistara,2019-06-09,Chennai,Kolkata,17:45:00,20:05:00,140.0,0,No Info,11982
Jet Airways,2019-06-15,Delhi,Cochin,09:00:00,19:00:00,600.0,1,In-flight meal not included,10262
Jet Airways,2019-04-03,Delhi,Cochin,02:15:00,19:00:00,1005.0,1,In-flight meal not included,4757
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,19:15:00,465.0,1,No Info,15898
Multiple Carriers,2019-05-15,Delhi,Cochin,10:00:00,21:00:00,660.0,1,No Info,8073
IndiGo,2019-03-27,Delhi,Cochin,06:40:00,16:10:00,570.0,1,No Info,6442
IndiGo,2019-05-27,Banglore,Delhi,21:15:00,00:15:00,180.0,0,No Info,3943
Multiple Carriers,2019-06-24,Delhi,Cochin,08:00:00,21:00:00,780.0,1,No Info,13797
Multiple Carriers,2019-05-27,Delhi,Cochin,14:00:00,21:00:00,420.0,1,In-flight meal not included,7153
Jet Airways,2019-06-01,Delhi,Cochin,02:15:00,19:00:00,1005.0,1,In-flight meal not included,10262
Multiple Carriers,2019-03-09,Delhi,Cochin,09:45:00,16:10:00,385.0,1,No Info,8386
Vistara,2019-06-15,Banglore,Delhi,07:00:00,09:40:00,160.0,0,No Info,4878
Air India,2019-06-21,Mumbai,Hyderabad,06:20:00,07:40:00,80.0,0,No Info,3100
IndiGo,2019-06-27,Banglore,Delhi,01:30:00,04:15:00,165.0,0,No Info,3419
Air India,2019-05-06,Kolkata,Banglore,07:00:00,01:20:00,1100.0,2,No Info,14083
Air India,2019-05-18,Kolkata,Banglore,14:35:00,14:35:00,1440.0,1,No Info,6528
Air India,2019-03-06,Banglore,New Delhi,11:50:00,23:55:00,725.0,1,No Info,15434
Jet Airways,2019-05-01,Kolkata,Banglore,21:10:00,09:20:00,730.0,1,In-flight meal not included,10844
Multiple Carriers,2019-06-03,Delhi,Cochin,14:55:00,22:30:00,455.0,1,No Info,7038
Jet Airways,2019-04-21,Banglore,Delhi,11:10:00,14:05:00,175.0,0,No Info,7229
Vistara,2019-05-01,Kolkata,Banglore,20:20:00,23:25:00,1625.0,1,No Info,8085
Vistara,2019-05-21,Kolkata,Banglore,20:20:00,20:20:00,1440.0,1,No Info,9345
Jet Airways,2019-06-01,Delhi,Cochin,18:15:00,19:00:00,1485.0,1,No Info,14714
Jet Airways,2019-06-18,Banglore,Delhi,07:10:00,10:10:00,180.0,0,In-flight meal not included,5769
SpiceJet,2019-03-06,Mumbai,Hyderabad,05:45:00,07:05:00,80.0,0,No Info,4129
Air India,2019-03-06,Delhi,Cochin,07:00:00,07:40:00,1480.0,1,No Info,15407
SpiceJet,2019-03-01,Chennai,Kolkata,09:30:00,12:05:00,155.0,0,No Info,7298
IndiGo,2019-03-09,Delhi,Cochin,04:55:00,12:00:00,425.0,1,No Info,6171
IndiGo,2019-05-27,Delhi,Cochin,14:25:00,17:40:00,195.0,0,No Info,6015
Jet Airways,2019-05-21,Kolkata,Banglore,17:00:00,14:25:00,1285.0,1,In-flight meal not included,9314
Air India,2019-06-01,Kolkata,Banglore,20:45:00,23:20:00,155.0,0,No Info,4145
GoAir,2019-03-06,Delhi,Cochin,06:00:00,13:20:00,440.0,1,No Info,6393
Jet Airways,2019-03-24,Kolkata,Banglore,08:25:00,23:25:00,900.0,1,No Info,13759
Multiple Carriers,2019-03-21,Delhi,Cochin,10:00:00,01:35:00,935.0,1,In-flight meal not included,8565
Vistara,2019-06-03,Delhi,Cochin,14:40:00,17:50:00,190.0,0,No Info,6216
Air Asia,2019-05-06,Kolkata,Banglore,07:35:00,19:25:00,710.0,1,No Info,5192
Multiple Carriers,2019-03-21,Delhi,Cochin,10:20:00,18:50:00,510.0,1,No Info,11999
Jet Airways,2019-03-21,Banglore,New Delhi,08:55:00,20:20:00,685.0,1,In-flight meal not included,7832
IndiGo,2019-05-21,Kolkata,Banglore,22:15:00,00:50:00,155.0,0,No Info,4804
Vistara,2019-06-01,Chennai,Kolkata,07:05:00,09:20:00,135.0,0,No Info,3687
Jet Airways,2019-03-06,Delhi,Cochin,07:05:00,04:25:00,1280.0,1,No Info,17234
Jet Airways,2019-06-15,Delhi,Cochin,09:00:00,04:25:00,1165.0,1,In-flight meal not included,10262
IndiGo,2019-05-21,Delhi,Cochin,09:15:00,21:00:00,705.0,1,No Info,7318
Jet Airways,2019-06-06,Delhi,Cochin,05:30:00,04:25:00,1375.0,2,No Info,13014
Air Asia,2019-05-01,Banglore,Delhi,23:55:00,02:45:00,170.0,0,No Info,4483
Air India,2019-06-06,Kolkata,Banglore,07:00:00,20:25:00,805.0,1,No Info,10203
Jet Airways,2019-06-15,Banglore,Delhi,08:20:00,11:20:00,180.0,0,No Info,8016
Air India,2019-05-09,Delhi,Cochin,17:40:00,23:00:00,320.0,1,No Info,7174
SpiceJet,2019-05-01,Mumbai,Hyderabad,22:45:00,00:15:00,90.0,0,No check-in baggage included,1965
SpiceJet,2019-03-24,Chennai,Kolkata,08:20:00,10:35:00,135.0,0,No check-in baggage included,3807
Jet Airways,2019-03-18,Banglore,New Delhi,11:40:00,05:05:00,1045.0,1,In-flight meal not included,11087
Vistara,2019-06-12,Kolkata,Banglore,20:20:00,20:20:00,1440.0,1,No Info,8085
IndiGo,2019-03-09,Delhi,Cochin,04:45:00,21:00:00,975.0,1,No Info,10518
Jet Airways,2019-05-18,Delhi,Cochin,19:30:00,12:35:00,1025.0,2,No Info,13014
SpiceJet,2019-03-24,Banglore,New Delhi,05:45:00,08:35:00,170.0,0,No check-in baggage included,3527
Air India,2019-03-01,Banglore,New Delhi,10:30:00,22:55:00,745.0,1,No Info,11003
Multiple Carriers,2019-05-15,Delhi,Cochin,07:30:00,21:00:00,810.0,1,No Info,8405
IndiGo,2019-06-15,Kolkata,Banglore,17:15:00,19:50:00,155.0,0,No Info,4804
Air India,2019-05-18,Delhi,Cochin,05:10:00,08:00:00,170.0,0,No Info,6934
Jet Airways,2019-06-09,Delhi,Cochin,11:30:00,19:00:00,450.0,1,No Info,14714
Air India,2019-06-09,Kolkata,Banglore,09:50:00,23:15:00,805.0,3,No Info,14960
IndiGo,2019-03-27,Mumbai,Hyderabad,19:05:00,20:30:00,85.0,0,No Info,2754
Jet Airways,2019-04-09,Banglore,Delhi,07:10:00,10:10:00,180.0,0,In-flight meal not included,4544
IndiGo,2019-03-03,Banglore,New Delhi,18:25:00,21:20:00,175.0,0,No Info,7648
IndiGo,2019-04-01,Delhi,Cochin,02:00:00,07:25:00,325.0,1,No Info,5164
Multiple Carriers,2019-06-01,Delhi,Cochin,13:00:00,01:30:00,750.0,1,No Info,13377
IndiGo,2019-06-09,Mumbai,Hyderabad,12:00:00,13:30:00,90.0,0,No Info,2754
Vistara,2019-05-24,Kolkata,Banglore,07:10:00,22:40:00,930.0,1,No Info,9397
Multiple Carriers,2019-03-03,Delhi,Cochin,13:05:00,21:20:00,495.0,2,No Info,11966
SpiceJet,2019-04-27,Delhi,Cochin,17:55:00,22:50:00,295.0,1,No Info,4957
Jet Airways,2019-06-09,Kolkata,Banglore,17:00:00,21:05:00,1685.0,1,No Info,12692
Jet Airways,2019-06-09,Kolkata,Banglore,21:10:00,12:00:00,890.0,1,In-flight meal not included,10844
IndiGo,2019-06-09,Banglore,Delhi,20:00:00,22:50:00,170.0,0,No Info,4823
IndiGo,2019-06-03,Delhi,Cochin,10:35:00,01:30:00,895.0,1,No Info,5883
Air India,2019-03-15,Banglore,New Delhi,06:10:00,08:55:00,165.0,0,No Info,7276
Jet Airways,2019-05-27,Delhi,Cochin,20:00:00,04:25:00,505.0,2,In-flight meal not included,15318
Jet Airways,2019-06-12,Kolkata,Banglore,14:05:00,23:35:00,570.0,1,In-flight meal not included,9899
IndiGo,2019-06-09,Kolkata,Banglore,09:35:00,12:20:00,165.0,0,No Info,4804
Air India,2019-04-18,Delhi,Cochin,14:10:00,17:10:00,180.0,0,No Info,6094
Jet Airways,2019-04-06,Delhi,Cochin,14:00:00,19:00:00,300.0,1,In-flight meal not included,5177
Jet Airways,2019-06-24,Delhi,Cochin,20:00:00,04:25:00,505.0,2,No Info,14300
Jet Airways,2019-05-18,Kolkata,Banglore,16:30:00,16:20:00,1430.0,1,In-flight meal not included,10844
Jet Airways,2019-03-03,Delhi,Cochin,09:00:00,18:50:00,590.0,1,In-flight meal not included,15400
Jet Airways,2019-03-06,Delhi,Cochin,22:20:00,04:25:00,365.0,1,No Info,15764
SpiceJet,2019-04-18,Banglore,Delhi,21:10:00,00:05:00,175.0,0,No Info,5621
Air India,2019-03-06,Delhi,Cochin,12:00:00,19:15:00,435.0,2,No Info,11858
Jet Airways,2019-05-09,Kolkata,Banglore,16:30:00,10:05:00,1055.0,1,In-flight meal not included,8586
Jet Airways,2019-05-24,Banglore,Delhi,17:45:00,20:45:00,180.0,0,No Info,7229
IndiGo,2019-06-03,Delhi,Cochin,21:50:00,03:35:00,345.0,1,No Info,7189
Multiple Carriers,2019-06-03,Delhi,Cochin,19:00:00,01:30:00,390.0,1,No Info,7198
Air India,2019-05-15,Delhi,Cochin,13:00:00,19:15:00,375.0,1,No Info,8372
Jet Airways,2019-06-06,Kolkata,Banglore,08:25:00,16:20:00,475.0,1,No Info,14571
SpiceJet,2019-05-15,Chennai,Kolkata,08:20:00,10:35:00,135.0,0,No Info,3597
Jet Airways,2019-04-01,Banglore,Delhi,15:15:00,18:10:00,175.0,0,In-flight meal not included,4544
Jet Airways,2019-05-24,Kolkata,Banglore,14:05:00,04:40:00,875.0,1,In-flight meal not included,8586
Air India,2019-05-09,Kolkata,Banglore,16:45:00,21:05:00,1700.0,1,No Info,7662
Jet Airways,2019-04-09,Banglore,Delhi,19:50:00,22:50:00,180.0,0,No Info,7229
Air Asia,2019-05-24,Banglore,Delhi,04:55:00,07:45:00,170.0,0,No Info,3383
Jet Airways,2019-04-01,Kolkata,Banglore,21:10:00,09:20:00,730.0,1,No Info,13364
IndiGo,2019-06-01,Delhi,Cochin,11:55:00,22:30:00,635.0,1,No Info,6674
Jet Airways,2019-05-09,Delhi,Cochin,02:15:00,19:00:00,1005.0,1,No Info,15554
Multiple Carriers,2019-06-24,Delhi,Cochin,07:05:00,19:15:00,730.0,1,No Info,15058
Jet Airways,2019-06-24,Delhi,Cochin,13:00:00,12:35:00,1415.0,1,In-flight meal not included,10262
Air India,2019-03-01,Mumbai,Hyderabad,19:30:00,20:45:00,75.0,0,No Info,15385
Air India,2019-05-15,Delhi,Cochin,05:00:00,19:15:00,2295.0,2,No Info,10493
SpiceJet,2019-04-09,Kolkata,Banglore,17:10:00,19:40:00,150.0,0,No Info,3873
Jet Airways,2019-03-03,Delhi,Cochin,13:55:00,04:25:00,870.0,1,No Info,17024
Jet Airways,2019-06-03,Banglore,Delhi,06:00:00,08:45:00,165.0,0,In-flight meal not included,5769
Air India,2019-05-18,Kolkata,Banglore,09:25:00,18:20:00,535.0,2,No Info,8366
Jet Airways,2019-04-01,Kolkata,Banglore,20:00:00,19:50:00,1430.0,1,In-flight meal not included,7064
Jet Airways,2019-06-12,Delhi,Cochin,22:50:00,12:35:00,825.0,1,In-flight meal not included,10262
Jet Airways,2019-06-27,Delhi,Cochin,19:30:00,12:35:00,1025.0,2,No Info,13764
Jet Airways,2019-06-06,Delhi,Cochin,19:45:00,04:25:00,520.0,1,In-flight meal not included,10262
Jet Airways,2019-04-01,Kolkata,Banglore,08:25:00,23:35:00,910.0,1,In-flight meal not included,7064
Vistara,2019-05-01,Kolkata,Banglore,17:00:00,10:45:00,1065.0,1,No Info,9187
IndiGo,2019-03-27,Delhi,Cochin,07:30:00,13:20:00,350.0,1,No Info,8227
SpiceJet,2019-06-01,Kolkata,Banglore,09:00:00,11:25:00,145.0,0,No Info,4174
Jet Airways,2019-05-21,Kolkata,Banglore,09:35:00,19:10:00,575.0,1,In-flight meal not included,12384
IndiGo,2019-06-01,Chennai,Kolkata,11:35:00,14:00:00,145.0,0,No Info,3858
Air India,2019-03-15,Banglore,New Delhi,06:45:00,15:15:00,510.0,1,No Info,8714
Multiple Carriers,2019-05-21,Delhi,Cochin,17:00:00,01:30:00,510.0,1,No Info,7888
Multiple Carriers,2019-06-01,Delhi,Cochin,09:00:00,21:00:00,720.0,1,No Info,13587
Vistara,2019-04-01,Kolkata,Banglore,17:00:00,22:55:00,355.0,1,No Info,8977
Jet Airways,2019-05-15,Kolkata,Banglore,08:25:00,19:50:00,685.0,1,In-flight meal not included,10844
SpiceJet,2019-05-01,Mumbai,Hyderabad,13:15:00,14:45:00,90.0,0,No Info,2437
Multiple Carriers,2019-06-12,Delhi,Cochin,10:00:00,19:00:00,540.0,1,No Info,12192
IndiGo,2019-04-03,Banglore,Delhi,21:15:00,00:15:00,180.0,0,No Info,3943
SpiceJet,2019-05-09,Kolkata,Banglore,17:10:00,19:40:00,150.0,0,No Info,3873
Multiple Carriers,2019-03-06,Delhi,Cochin,13:05:00,21:20:00,495.0,2,No Info,10759
Multiple Carriers,2019-05-18,Delhi,Cochin,06:40:00,19:15:00,755.0,1,No Info,7564
Multiple Carriers,2019-05-18,Delhi,Cochin,17:30:00,01:30:00,480.0,1,No Info,13727
SpiceJet,2019-05-06,Kolkata,Banglore,09:00:00,11:25:00,145.0,0,No Info,4174
Jet Airways,2019-05-09,Banglore,Delhi,17:45:00,20:45:00,180.0,0,In-flight meal not included,5198
Jet Airways,2019-05-12,Kolkata,Banglore,14:05:00,19:50:00,345.0,1,No Info,14781
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,23:25:00,385.0,1,No Info,8610
Jet Airways,2019-05-12,Kolkata,Banglore,18:55:00,10:05:00,910.0,1,In-flight meal not included,9663
Jet Airways,2019-05-18,Banglore,Delhi,17:45:00,20:45:00,180.0,0,No Info,7229
IndiGo,2019-06-06,Delhi,Cochin,07:35:00,16:10:00,515.0,1,No Info,6674
Jet Airways,2019-06-09,Banglore,Delhi,11:10:00,14:05:00,175.0,0,In-flight meal not included,7229
SpiceJet,2019-05-24,Banglore,Delhi,05:55:00,08:35:00,160.0,0,No Info,3311
Jet Airways,2019-06-01,Delhi,Cochin,06:45:00,04:25:00,1300.0,2,No Info,13376
Jet Airways,2019-03-12,Banglore,New Delhi,21:25:00,09:30:00,725.0,1,No Info,13817
Air India,2019-06-09,Delhi,Cochin,20:40:00,09:25:00,765.0,1,No Info,7690
Multiple Carriers,2019-06-24,Delhi,Cochin,09:15:00,19:00:00,585.0,1,No Info,11622
Jet Airways,2019-03-06,Banglore,New Delhi,08:55:00,21:20:00,745.0,1,No Info,16736
Vistara,2019-06-21,Banglore,Delhi,21:00:00,23:50:00,170.0,0,No Info,5613
Multiple Carriers,2019-04-09,Delhi,Cochin,08:30:00,19:00:00,630.0,1,No Info,10877
Air India,2019-05-12,Kolkata,Banglore,09:50:00,21:05:00,675.0,1,No Info,8450
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,19:50:00,685.0,1,In-flight meal not included,10844
IndiGo,2019-03-06,Delhi,Cochin,07:30:00,15:30:00,480.0,1,No Info,14871
Jet Airways,2019-05-18,Kolkata,Banglore,08:25:00,12:00:00,1655.0,1,In-flight meal not included,10844
Multiple Carriers,2019-03-03,Delhi,Cochin,12:50:00,01:35:00,765.0,1,No Info,18192
Air India,2019-05-24,Kolkata,Banglore,12:00:00,07:55:00,1195.0,2,No Info,9416
Vistara,2019-06-06,Kolkata,Banglore,17:00:00,10:45:00,1065.0,1,No Info,9187
SpiceJet,2019-04-09,Kolkata,Banglore,09:00:00,11:25:00,145.0,0,No Info,3873
Air India,2019-06-27,Delhi,Cochin,05:10:00,08:00:00,170.0,0,No Info,5201
IndiGo,2019-04-27,Delhi,Cochin,16:00:00,21:00:00,300.0,1,No Info,6937
Multiple Carriers,2019-03-27,Delhi,Cochin,02:15:00,13:20:00,665.0,1,No Info,12327
SpiceJet,2019-06-27,Banglore,Delhi,09:30:00,12:20:00,170.0,0,No check-in baggage included,3573
IndiGo,2019-06-06,Kolkata,Banglore,19:35:00,23:15:00,220.0,1,No Info,6116
Multiple Carriers,2019-03-06,Delhi,Cochin,09:45:00,22:20:00,755.0,1,No Info,10276
Jet Airways,2019-04-09,Banglore,Delhi,11:10:00,14:05:00,175.0,0,No Info,7229
IndiGo,2019-04-03,Kolkata,Banglore,15:15:00,17:45:00,150.0,0,No Info,4174
Air India,2019-06-06,Kolkata,Banglore,08:20:00,18:30:00,610.0,2,No Info,10697
IndiGo,2019-06-27,Banglore,Delhi,06:05:00,08:50:00,165.0,0,No Info,3943
IndiGo,2019-05-15,Delhi,Cochin,14:20:00,22:30:00,490.0,1,No Info,6412
Jet Airways,2019-05-09,Delhi,Cochin,18:15:00,19:00:00,1485.0,1,No Info,15554
Air India,2019-05-18,Delhi,Cochin,06:05:00,09:25:00,1640.0,1,No Info,7480
GoAir,2019-06-27,Delhi,Cochin,14:25:00,19:35:00,310.0,1,No Info,7870
Jet Airways,2019-05-09,Kolkata,Banglore,14:05:00,23:35:00,570.0,1,In-flight meal not included,10844
IndiGo,2019-05-15,Kolkata,Banglore,08:10:00,13:00:00,290.0,1,No Info,5069
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,12:00:00,1170.0,1,No Info,14781
IndiGo,2019-03-09,Kolkata,Banglore,14:20:00,16:55:00,155.0,0,No Info,4148
IndiGo,2019-04-09,Banglore,Delhi,22:10:00,01:00:00,170.0,0,No Info,3943
Air India,2019-05-21,Delhi,Cochin,05:55:00,07:40:00,1545.0,2,No Info,11543
Jet Airways,2019-03-15,Banglore,New Delhi,05:45:00,15:15:00,570.0,1,In-flight meal not included,9134
Jet Airways,2019-03-24,Banglore,New Delhi,02:00:00,04:45:00,165.0,0,No Info,7229
IndiGo,2019-06-27,Delhi,Cochin,23:30:00,04:35:00,305.0,1,No Info,9165
Air India,2019-03-06,Mumbai,Hyderabad,12:45:00,19:25:00,1840.0,2,No Info,13253
IndiGo,2019-06-27,Delhi,Cochin,06:40:00,21:00:00,860.0,1,No Info,6093
IndiGo,2019-03-06,Delhi,Cochin,11:55:00,22:20:00,625.0,1,No Info,6442
GoAir,2019-06-12,Delhi,Cochin,07:00:00,12:55:00,355.0,1,No Info,5281
Air Asia,2019-05-27,Delhi,Cochin,07:55:00,13:25:00,330.0,1,No Info,6451
Multiple Carriers,2019-06-03,Delhi,Cochin,11:40:00,19:15:00,455.0,1,No Info,9001
SpiceJet,2019-04-24,Kolkata,Banglore,15:05:00,20:20:00,315.0,1,No Info,4859
Multiple Carriers,2019-03-27,Delhi,Cochin,08:55:00,15:30:00,395.0,1,No Info,7845
Multiple Carriers,2019-06-06,Delhi,Cochin,11:40:00,19:00:00,440.0,1,No Info,11789
Jet Airways,2019-05-21,Delhi,Cochin,09:40:00,19:00:00,560.0,2,In-flight meal not included,13029
Jet Airways,2019-05-09,Delhi,Cochin,21:25:00,12:35:00,910.0,2,In-flight meal not included,11507
Jet Airways,2019-05-01,Kolkata,Banglore,16:30:00,12:00:00,1170.0,1,In-flight meal not included,9663
Jet Airways,2019-03-21,Delhi,Cochin,18:25:00,18:50:00,1465.0,2,No Info,12347
Air India,2019-04-06,Banglore,Delhi,10:00:00,12:45:00,165.0,0,No Info,5176
Jet Airways,2019-05-12,Kolkata,Banglore,20:25:00,09:45:00,800.0,1,No Info,14151
Air Asia,2019-03-21,Delhi,Cochin,16:45:00,07:10:00,865.0,1,No Info,6151
Multiple Carriers,2019-05-27,Delhi,Cochin,11:30:00,21:00:00,570.0,1,No Info,13587
Jet Airways,2019-03-21,Delhi,Cochin,22:50:00,04:25:00,335.0,1,In-flight meal not included,6017
Jet Airways,2019-06-24,Delhi,Cochin,09:25:00,12:35:00,1630.0,2,No Info,13882
Jet Airways,2019-06-27,Delhi,Cochin,19:10:00,12:35:00,1045.0,2,No Info,15339
Air India,2019-03-03,Banglore,New Delhi,07:30:00,10:50:00,1640.0,2,No Info,12074
Jet Airways,2019-06-01,Delhi,Cochin,07:05:00,12:35:00,330.0,1,In-flight meal not included,12898
IndiGo,2019-05-21,Kolkata,Banglore,19:55:00,23:50:00,235.0,1,No Info,4226
Vistara,2019-05-12,Banglore,Delhi,17:00:00,19:35:00,155.0,0,No Info,4878
Air India,2019-05-21,Delhi,Cochin,05:10:00,08:00:00,170.0,0,No Info,6094
IndiGo,2019-05-12,Mumbai,Hyderabad,09:10:00,10:40:00,90.0,0,No Info,4049
Vistara,2019-03-21,Banglore,New Delhi,21:10:00,00:05:00,175.0,0,No Info,4878
Multiple Carriers,2019-05-15,Delhi,Cochin,14:00:00,21:00:00,420.0,1,No Info,13727
Jet Airways,2019-04-09,Delhi,Cochin,05:30:00,04:25:00,1375.0,2,No Info,10909
Jet Airways,2019-06-15,Delhi,Cochin,11:45:00,04:25:00,1000.0,2,No Info,13882
Jet Airways,2019-06-09,Delhi,Cochin,11:45:00,04:25:00,1000.0,2,No Info,13882
Jet Airways,2019-06-06,Delhi,Cochin,09:25:00,04:25:00,1140.0,2,No Info,13882
Jet Airways,2019-05-21,Delhi,Cochin,15:00:00,19:00:00,1680.0,1,No Info,16079
Air India,2019-06-06,Kolkata,Banglore,14:30:00,23:15:00,525.0,2,No Info,15894
Air India,2019-04-01,Kolkata,Banglore,16:50:00,18:20:00,1530.0,2,No Info,7893
Jet Airways,2019-06-24,Delhi,Cochin,18:15:00,19:00:00,1485.0,1,In-flight meal not included,10262
SpiceJet,2019-03-09,Mumbai,Hyderabad,08:50:00,10:15:00,85.0,0,No Info,5755
Vistara,2019-06-12,Banglore,Delhi,07:00:00,09:40:00,160.0,0,No Info,4668
IndiGo,2019-03-03,Chennai,Kolkata,13:20:00,15:35:00,135.0,0,No Info,7295
Jet Airways,2019-05-18,Delhi,Cochin,09:00:00,04:25:00,1165.0,1,In-flight meal not included,12373
Air Asia,2019-05-21,Kolkata,Banglore,22:40:00,10:40:00,720.0,1,No Info,9719
Jet Airways,2019-06-01,Delhi,Cochin,19:30:00,04:25:00,535.0,2,In-flight meal not included,10368
Air India,2019-06-06,Kolkata,Banglore,14:30:00,08:55:00,1105.0,2,No Info,15107
SpiceJet,2019-06-24,Mumbai,Hyderabad,13:15:00,14:45:00,90.0,0,No Info,2017
SpiceJet,2019-05-06,Kolkata,Banglore,22:20:00,00:40:00,140.0,0,No Info,3873
Jet Airways,2019-03-21,Delhi,Cochin,19:10:00,18:50:00,1420.0,2,In-flight meal not included,6643
IndiGo,2019-05-15,Delhi,Cochin,05:05:00,16:10:00,665.0,1,No Info,6818
Air India,2019-05-18,Mumbai,Hyderabad,06:20:00,07:40:00,80.0,0,No Info,3100
Jet Airways,2019-06-24,Delhi,Cochin,14:00:00,04:25:00,865.0,1,In-flight meal not included,10262
Air India,2019-03-09,Delhi,Cochin,06:10:00,23:00:00,1010.0,1,No Info,9064
Multiple Carriers,2019-06-27,Delhi,Cochin,17:30:00,01:30:00,480.0,1,No Info,13377
Jet Airways,2019-05-18,Delhi,Cochin,08:00:00,04:25:00,1225.0,1,In-flight meal not included,12373
Air India,2019-05-15,Banglore,Delhi,10:00:00,12:45:00,165.0,0,No Info,6961
Jet Airways,2019-06-01,Delhi,Cochin,19:45:00,19:00:00,1395.0,1,No Info,14714
Vistara,2019-05-09,Kolkata,Banglore,20:20:00,09:05:00,765.0,1,No Info,9187
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,20:45:00,1550.0,1,In-flight meal not included,10844
IndiGo,2019-06-06,Kolkata,Banglore,21:25:00,00:05:00,160.0,0,No Info,4804
SpiceJet,2019-03-15,Mumbai,Hyderabad,22:45:00,00:10:00,85.0,0,No check-in baggage included,2647
Jet Airways,2019-06-03,Delhi,Cochin,14:35:00,12:35:00,1320.0,2,In-flight meal not included,10919
Multiple Carriers,2019-05-09,Delhi,Cochin,11:40:00,01:30:00,830.0,1,No Info,9021
Air India,2019-03-01,Banglore,New Delhi,05:50:00,22:10:00,980.0,2,No Info,13576
Jet Airways,2019-05-24,Kolkata,Banglore,20:00:00,20:45:00,1485.0,1,In-flight meal not included,10844
Air India,2019-05-21,Kolkata,Banglore,08:20:00,23:15:00,895.0,2,No Info,13164
Jet Airways,2019-05-15,Kolkata,Banglore,16:30:00,16:20:00,1430.0,1,In-flight meal not included,10844
Jet Airways,2019-06-03,Delhi,Cochin,05:30:00,19:00:00,810.0,2,No Info,13292
Vistara,2019-03-06,Mumbai,Hyderabad,14:40:00,09:25:00,1125.0,1,No Info,12395
Air India,2019-03-06,Delhi,Cochin,05:10:00,08:00:00,170.0,0,No Info,6881
Air India,2019-03-18,Banglore,New Delhi,13:20:00,16:10:00,170.0,0,No Info,4441
Jet Airways,2019-06-12,Kolkata,Banglore,21:10:00,10:05:00,775.0,1,In-flight meal not included,8529
IndiGo,2019-06-15,Kolkata,Banglore,20:25:00,23:10:00,165.0,0,No Info,4804
Jet Airways,2019-06-06,Kolkata,Banglore,18:55:00,04:40:00,585.0,1,No Info,13374
Jet Airways,2019-04-12,Banglore,Delhi,07:10:00,10:10:00,180.0,0,In-flight meal not included,5198
Multiple Carriers,2019-03-03,Delhi,Cochin,07:05:00,22:20:00,915.0,1,No Info,10478
Jet Airways,2019-05-24,Kolkata,Banglore,18:55:00,22:35:00,1660.0,1,In-flight meal not included,10844
Jet Airways,2019-03-15,Mumbai,Hyderabad,15:50:00,17:20:00,90.0,0,No Info,5678
Jet Airways,2019-05-09,Delhi,Cochin,05:30:00,12:35:00,425.0,2,No Info,16274
IndiGo,2019-04-18,Banglore,Delhi,18:25:00,21:20:00,175.0,0,No Info,4990
Air Asia,2019-03-03,Delhi,Cochin,16:45:00,07:10:00,865.0,1,No Info,13474
Air India,2019-06-01,Kolkata,Banglore,14:15:00,16:45:00,150.0,0,No Info,6245
Air India,2019-03-09,Banglore,New Delhi,21:10:00,23:55:00,165.0,0,No Info,4966
Multiple Carriers,2019-06-09,Delhi,Cochin,13:00:00,21:00:00,480.0,1,No Info,7408
SpiceJet,2019-06-15,Delhi,Cochin,15:45:00,22:05:00,380.0,1,No Info,5583
Air India,2019-06-09,Kolkata,Banglore,12:00:00,07:55:00,1195.0,2,No Info,10151
IndiGo,2019-06-27,Delhi,Cochin,05:35:00,08:50:00,195.0,0,No Info,5000
IndiGo,2019-06-21,Chennai,Kolkata,19:35:00,21:55:00,140.0,0,No Info,3597
Air India,2019-03-06,Mumbai,Hyderabad,16:00:00,23:45:00,465.0,1,No Info,11678
SpiceJet,2019-06-18,Kolkata,Banglore,06:55:00,09:30:00,155.0,0,No Info,3873
Air India,2019-05-27,Chennai,Kolkata,11:40:00,13:55:00,135.0,0,No Info,4667
Air India,2019-06-12,Mumbai,Hyderabad,19:30:00,20:45:00,75.0,0,No Info,3100
Jet Airways,2019-06-12,Delhi,Cochin,12:15:00,12:35:00,1460.0,2,No Info,14300
